"sku";"categories";"enabled";"family";"parent";"groups";"ACTIVE_INGREDIENT";"ATC_CODE";"BRAND_NAME";"BRAND_OWNER_GLN";"BRAND_OWNER_LOCATION";"BRAND_OWNER_NAME";"COUNTRY_OF_ORIGIN";"COUNTRY_REGULATORY_CODE";"DEPTH_MEASURE";"DEPTH_MEASURE-unit";"DOSAGE_FORM";"FREQUENCY";"GPC_CODE";"GROSS_WEIGHT_MEASURE";"GROSS_WEIGHT_MEASURE-unit";"GTIN";"GTIN_UNIT_LEVEL";"HEIGHT_MEASURE";"HEIGHT_MEASURE-unit";"ITEM_DESCRIPTION";"L3";"LABELING";"MANUFACTURER_GLN";"MANUFACTURER_LOCATION";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUM";"MANU_SHORT";"MAX_TEMPERATURE_MEASURE";"MAX_TEMPERATURE_MEASURE-unit";"MIN_TEMPERATURE_MEASURE";"MIN_TEMPERATURE_MEASURE-unit";"NET_CONTENT";"NET_CONTENT_UOM";"PACK-groups";"PACK-products";"PACK-product_models";"ParentID";"price_reference-EUR";"price_reference-USD";"PRODUCT_DESCRIPTION";"ROUTE_OF_ADMINISTRATION";"SHELF_LIFE_DAYS";"SOURCEITEMID";"SOURCE_OF_DATA";"STORAGE_INSTRUCTIONS";"STRENGTH";"SUBSTITUTION-groups";"SUBSTITUTION-products";"SUBSTITUTION-product_models";"TRADE_ITEM_UNIT_DESCRIPTOR";"UNSPSC_CODE";"UPSELL-groups";"UPSELL-products";"UPSELL-product_models";"VOLUME_MEASURE";"VOLUME_MEASURE-unit";"WIDTH_MEASURE";"WIDTH_MEASURE-unit";"X_SELL-groups";"X_SELL-products";"X_SELL-product_models"
"100292";"GHSC_PSM,L5_BAR_MCD_L49,Products_and_Trade_Items,Suretex_Limited";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11000";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, No Logo, 49 mm, 1 Each [Suretex]";"Male_Condoms";"_UNKNOWN";"";"31/1 Moo 4, Tambon Khao Hua Kwai, Amphur Phunphin, Surathani, Thailand 84130";"Suretex_Limited";"";"Suretex Limited";"";"";"";"";"1";"Piece";"";"";"";"11000";"";"0.02";"Male Condom (Latex), 49 mm";"";"1825";"100932XXA01S01X";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100291";"GHSC_PSM,L5_BAR_MCD_L49,Products_and_Trade_Items,Qingdao_Double_Butterfly_Group_Ltd";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11000";"";"";"";"";"";"";"";"CN";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, No Logo, 49 mm, 1 Each [Qingdao]";"Male_Condoms";"_UNKNOWN";"";"No. 103 Taidong 1st Road, Qingdao, China";"Qingdao_Double_Butterfly_Group_Ltd";"";"Qingdao Double Butterfly Group Ltd";"";"";"";"";"1";"Piece";"";"";"";"11000";"";"0.02";"Male Condom (Latex), 49 mm";"";"1825";"100932XXA01S02O";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100290";"GHSC_PSM,Karex_Industries_SDN_BHD,L5_BAR_MCD_L49,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11000";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, No Logo, 49 mm, 1 Each [Karex]";"Male_Condoms";"_UNKNOWN";"";"PTD 7906 + 7907, Taman Pontian Jaya, Bt 34 Jalan Johor, 82000 Pontian, Johor, Malaysia";"Karex_Industries_SDN_BHD";"";"Karex Industries SDN BHD";"";"";"";"";"1";"Piece";"";"";"";"11000";"";"0.02";"Male Condom (Latex), 49 mm";"";"1825";"100932XXA01S03Y";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100289";"GHSC_PSM,Innolatex_Sdn__Bhd_,L5_BAR_MCD_L49,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11000";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, No Logo, 49 mm, 1 Each [Innolatex]";"Male_Condoms";"_UNKNOWN";"";"Lot 594, Persiaran Raja Lumu, Pandamaran Industrial Estate, Port Klang, Selangor, Darul Ehsan, Malaysia 42000";"Innolatex_Sdn__Bhd_";"";"Innolatex Sdn. Bhd.";"";"";"";"";"1";"Piece";"";"";"";"11000";"";"0.02";"Male Condom (Latex), 49 mm";"";"1825";"100932XXA01S01Q";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100572";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Unidus_Corporation";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"KR";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Maximum, 53 mm, 1 Each [Unidus]";"Male_Condoms";"_UNKNOWN";"";"473-3 Gwangjang-Ro, Jeungpyeong-Eup, Jeungpyeong-Gun, Chungcheongbuk-Do, Korea";"Unidus_Corporation";"";"Unidus Corporation";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100947XXA01S03H";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100571";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Thai_Nippon_Rubber_Industry_Ltd_";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Maximum, 53 mm, 1 Each [Thai Nippon]";"Male_Condoms";"_UNKNOWN";"";"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110";"Thai_Nippon_Rubber_Industry_Ltd_";"";"Thai Nippon Rubber Industry Ltd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100947XXA01S03F";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100570";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Suretex_Limited";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Maximum, 53 mm, 1 Each [Suretex]";"Male_Condoms";"_UNKNOWN";"";"31/1 Moo 4, Tambon Khao Hua Kwai, Amphur Phunphin, Surathani, Thailand 84130";"Suretex_Limited";"";"Suretex Limited";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100947XXA01S01X";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100569";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Qingdao_Double_Butterfly_Group_Ltd";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"CN";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Maximum, 53 mm, 1 Each [Qingdao]";"Male_Condoms";"_UNKNOWN";"";"No. 103 Taidong 1st Road, Qingdao, China";"Qingdao_Double_Butterfly_Group_Ltd";"";"Qingdao Double Butterfly Group Ltd";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100947XXA01S02O";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100568";"GHSC_PSM,Karex_Industries_SDN_BHD,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Maximum, 53 mm, 1 Each [Karex]";"Male_Condoms";"_UNKNOWN";"";"PTD 7906 + 7907, Taman Pontian Jaya, Bt 34 Jalan Johor, 82000 Pontian, Johor, Malaysia";"Karex_Industries_SDN_BHD";"";"Karex Industries SDN BHD";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100947XXA01S03Y";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100567";"GHSC_PSM,Innolatex_Sdn__Bhd_,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Maximum, 53 mm, 1 Each [Innolatex]";"Male_Condoms";"_UNKNOWN";"";"Lot 594, Persiaran Raja Lumu, Pandamaran Industrial Estate, Port Klang, Selangor, Darul Ehsan, Malaysia 42000";"Innolatex_Sdn__Bhd_";"";"Innolatex Sdn. Bhd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100947XXA01S01Q";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100554";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Unidus_Corporation";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"KR";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Lovers Plus, 53 mm, 1 Each [Unidus]";"Male_Condoms";"_UNKNOWN";"";"473-3 Gwangjang-Ro, Jeungpyeong-Eup, Jeungpyeong-Gun, Chungcheongbuk-Do, Korea";"Unidus_Corporation";"";"Unidus Corporation";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100946XXA01S03H";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100553";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Thai_Nippon_Rubber_Industry_Ltd_";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Lovers Plus, 53 mm, 1 Each [Thai Nippon]";"Male_Condoms";"_UNKNOWN";"";"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110";"Thai_Nippon_Rubber_Industry_Ltd_";"";"Thai Nippon Rubber Industry Ltd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100946XXA01S03F";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100552";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Suretex_Limited";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Lovers Plus, 53 mm, 1 Each [Suretex]";"Male_Condoms";"_UNKNOWN";"";"31/1 Moo 4, Tambon Khao Hua Kwai, Amphur Phunphin, Surathani, Thailand 84130";"Suretex_Limited";"";"Suretex Limited";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100946XXA01S01X";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100551";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Qingdao_Double_Butterfly_Group_Ltd";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"CN";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Lovers Plus, 53 mm, 1 Each [Qingdao]";"Male_Condoms";"_UNKNOWN";"";"No. 103 Taidong 1st Road, Qingdao, China";"Qingdao_Double_Butterfly_Group_Ltd";"";"Qingdao Double Butterfly Group Ltd";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100946XXA01S02O";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100550";"GHSC_PSM,Karex_Industries_SDN_BHD,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Lovers Plus, 53 mm, 1 Each [Karex]";"Male_Condoms";"_UNKNOWN";"";"PTD 7906 + 7907, Taman Pontian Jaya, Bt 34 Jalan Johor, 82000 Pontian, Johor, Malaysia";"Karex_Industries_SDN_BHD";"";"Karex Industries SDN BHD";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100946XXA01S03Y";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100549";"GHSC_PSM,Innolatex_Sdn__Bhd_,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Lovers Plus, 53 mm, 1 Each [Innolatex]";"Male_Condoms";"_UNKNOWN";"";"Lot 594, Persiaran Raja Lumu, Pandamaran Industrial Estate, Port Klang, Selangor, Darul Ehsan, Malaysia 42000";"Innolatex_Sdn__Bhd_";"";"Innolatex Sdn. Bhd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100946XXA01S01Q";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100534";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Unidus_Corporation";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"KR";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Legal III, 53 mm, 1 Each [Unidus]";"Male_Condoms";"_UNKNOWN";"";"473-3 Gwangjang-Ro, Jeungpyeong-Eup, Jeungpyeong-Gun, Chungcheongbuk-Do, Korea";"Unidus_Corporation";"";"Unidus Corporation";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100945XXA01S03H";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100533";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Thai_Nippon_Rubber_Industry_Ltd_";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Legal III, 53 mm, 1 Each [Thai Nippon]";"Male_Condoms";"_UNKNOWN";"";"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110";"Thai_Nippon_Rubber_Industry_Ltd_";"";"Thai Nippon Rubber Industry Ltd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100945XXA01S03F";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100532";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Suretex_Limited";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Legal III, 53 mm, 1 Each [Suretex]";"Male_Condoms";"_UNKNOWN";"";"31/1 Moo 4, Tambon Khao Hua Kwai, Amphur Phunphin, Surathani, Thailand 84130";"Suretex_Limited";"";"Suretex Limited";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100945XXA01S01X";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100531";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Qingdao_Double_Butterfly_Group_Ltd";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"CN";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Legal III, 53 mm, 1 Each [Qingdao]";"Male_Condoms";"_UNKNOWN";"";"No. 103 Taidong 1st Road, Qingdao, China";"Qingdao_Double_Butterfly_Group_Ltd";"";"Qingdao Double Butterfly Group Ltd";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100945XXA01S02O";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100530";"GHSC_PSM,Karex_Industries_SDN_BHD,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Legal III, 53 mm, 1 Each [Karex]";"Male_Condoms";"_UNKNOWN";"";"PTD 7906 + 7907, Taman Pontian Jaya, Bt 34 Jalan Johor, 82000 Pontian, Johor, Malaysia";"Karex_Industries_SDN_BHD";"";"Karex Industries SDN BHD";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100945XXA01S03Y";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100529";"GHSC_PSM,Innolatex_Sdn__Bhd_,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Legal III, 53 mm, 1 Each [Innolatex]";"Male_Condoms";"_UNKNOWN";"";"Lot 594, Persiaran Raja Lumu, Pandamaran Industrial Estate, Port Klang, Selangor, Darul Ehsan, Malaysia 42000";"Innolatex_Sdn__Bhd_";"";"Innolatex Sdn. Bhd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100945XXA01S01Q";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100516";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Unidus_Corporation";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"KR";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Hot Pink No Logo, 53 mm, 1 Each [Unidus]";"Male_Condoms";"_UNKNOWN";"";"473-3 Gwangjang-Ro, Jeungpyeong-Eup, Jeungpyeong-Gun, Chungcheongbuk-Do, Korea";"Unidus_Corporation";"";"Unidus Corporation";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100957XXA01S03H";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100515";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Thai_Nippon_Rubber_Industry_Ltd_";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Hot Pink No Logo, 53 mm, 1 Each [Thai Nippon]";"Male_Condoms";"_UNKNOWN";"";"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110";"Thai_Nippon_Rubber_Industry_Ltd_";"";"Thai Nippon Rubber Industry Ltd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100957XXA01S03F";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100514";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Suretex_Limited";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Hot Pink No Logo, 53 mm, 1 Each [Suretex]";"Male_Condoms";"_UNKNOWN";"";"31/1 Moo 4, Tambon Khao Hua Kwai, Amphur Phunphin, Surathani, Thailand 84130";"Suretex_Limited";"";"Suretex Limited";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100957XXA01S01X";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100513";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Qingdao_Double_Butterfly_Group_Ltd";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"CN";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Hot Pink No Logo, 53 mm, 1 Each [Qingdao]";"Male_Condoms";"_UNKNOWN";"";"No. 103 Taidong 1st Road, Qingdao, China";"Qingdao_Double_Butterfly_Group_Ltd";"";"Qingdao Double Butterfly Group Ltd";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100957XXA01S02O";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100512";"GHSC_PSM,Karex_Industries_SDN_BHD,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Hot Pink No Logo, 53 mm, 1 Each [Karex]";"Male_Condoms";"_UNKNOWN";"";"PTD 7906 + 7907, Taman Pontian Jaya, Bt 34 Jalan Johor, 82000 Pontian, Johor, Malaysia";"Karex_Industries_SDN_BHD";"";"Karex Industries SDN BHD";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100957XXA01S03Y";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100511";"GHSC_PSM,Innolatex_Sdn__Bhd_,L5_BAR_MCD_L53,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Hot Pink No Logo, 53 mm, 1 Each [Innolatex]";"Male_Condoms";"_UNKNOWN";"";"Lot 594, Persiaran Raja Lumu, Pandamaran Industrial Estate, Port Klang, Selangor, Darul Ehsan, Malaysia 42000";"Innolatex_Sdn__Bhd_";"";"Innolatex Sdn. Bhd.";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1825";"100957XXA01S01Q";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100279";"GHSC_PSM,L5_BAR_MCD_L49,Products_and_Trade_Items,Unidus_Corporation";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11000";"";"";"";"";"";"";"";"KR";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Generic Strawberry, 49 mm, 1 Each [Unidus]";"Male_Condoms";"_UNKNOWN";"";"473-3 Gwangjang-Ro, Jeungpyeong-Eup, Jeungpyeong-Gun, Chungcheongbuk-Do, Korea";"Unidus_Corporation";"";"Unidus Corporation";"";"";"";"";"1";"Piece";"";"";"";"11000";"";"0.02";"Male Condom (Latex), 49 mm";"";"1460";"100941XXA01S03H";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100278";"GHSC_PSM,L5_BAR_MCD_L49,Products_and_Trade_Items,Thai_Nippon_Rubber_Industry_Ltd_";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11000";"";"";"";"";"";"";"";"TH";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Generic Strawberry, 49 mm, 1 Each [Thai Nippon]";"Male_Condoms";"_UNKNOWN";"";"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110";"Thai_Nippon_Rubber_Industry_Ltd_";"";"Thai Nippon Rubber Industry Ltd.";"";"";"";"";"1";"Piece";"";"";"";"11000";"";"0.02";"Male Condom (Latex), 49 mm";"";"1460";"100941XXA01S03F";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100277";"GHSC_PSM,Innolatex_Sdn__Bhd_,L5_BAR_MCD_L49,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11000";"";"";"";"";"";"";"";"MY";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Generic Strawberry, 49 mm, 1 Each [Innolatex]";"Male_Condoms";"_UNKNOWN";"";"Lot 594, Persiaran Raja Lumu, Pandamaran Industrial Estate, Port Klang, Selangor, Darul Ehsan, Malaysia 42000";"Innolatex_Sdn__Bhd_";"";"Innolatex Sdn. Bhd.";"";"";"";"";"1";"Piece";"";"";"";"11000";"";"0.02";"Male Condom (Latex), 49 mm";"";"1460";"100941XXA01S01Q";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
"100501";"GHSC_PSM,L5_BAR_MCD_L53,Products_and_Trade_Items,Unidus_Corporation";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"11003";"";"";"";"";"";"";"";"KR";"";"";"";"";"";"10000460";"";"";"";"";"";"";"Male Condom (Latex) Lubricated, Generic Red Strawberry, 53 mm, 1 Each [Unidus]";"Male_Condoms";"_UNKNOWN";"";"473-3 Gwangjang-Ro, Jeungpyeong-Eup, Jeungpyeong-Gun, Chungcheongbuk-Do, Korea";"Unidus_Corporation";"";"Unidus Corporation";"";"";"";"";"1";"Piece";"";"";"";"11003";"";"0.02";"Male Condom (Latex), 53 mm";"";"1460";"100940XXA01S03H";"GHSC_PSM";"";"";"";"";"";"";"53131622";"";"";"";"";"";"";"";"";"";""
