"sku";"categories";"enabled";"family";"parent";"groups";"ACTIVE_INGREDIENT";"ATC_CODE";"BRAND_NAME";"BRAND_OWNER_GLN";"BRAND_OWNER_LOCATION";"BRAND_OWNER_NAME";"COUNTRY_OF_ORIGIN";"COUNTRY_REGULATORY_CODE";"DEPTH_MEASURE";"DEPTH_MEASURE-unit";"DOSAGE_FORM";"FREQUENCY";"GPC_CODE";"GROSS_WEIGHT_MEASURE";"GROSS_WEIGHT_MEASURE-unit";"GTIN";"GTIN_UNIT_LEVEL";"HEIGHT_MEASURE";"HEIGHT_MEASURE-unit";"ITEM_DESCRIPTION";"L3";"LABELING";"MANUFACTURER_GLN";"MANUFACTURER_LOCATION";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUM";"MANU_SHORT";"MAX_TEMPERATURE_MEASURE";"MAX_TEMPERATURE_MEASURE-unit";"MIN_TEMPERATURE_MEASURE";"MIN_TEMPERATURE_MEASURE-unit";"NET_CONTENT";"NET_CONTENT_UOM";"PACK-groups";"PACK-products";"PACK-product_models";"ParentID";"price_reference-EUR";"price_reference-USD";"PRODUCT_DESCRIPTION";"ROUTE_OF_ADMINISTRATION";"SHELF_LIFE_DAYS";"SOURCEITEMID";"SOURCE_OF_DATA";"STORAGE_INSTRUCTIONS";"STRENGTH";"SUBSTITUTION-groups";"SUBSTITUTION-products";"SUBSTITUTION-product_models";"TRADE_ITEM_UNIT_DESCRIPTOR";"UNSPSC_CODE";"UPSELL-groups";"UPSELL-products";"UPSELL-product_models";"VOLUME_MEASURE";"VOLUME_MEASURE-unit";"WIDTH_MEASURE";"WIDTH_MEASURE-unit";"X_SELL-groups";"X_SELL-products";"X_SELL-product_models"
"100036";"10000463,L5_ORL_COC_DESETH,MSD,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2000";"";"";"";"";"";"";"";"NL";"ABC123789";"";"";"DT";"Daily";"10000463";"";"";"";"";"";"";"Desogestrel 0.15mg + ethinylestradiol 0.03mg";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands";"MSD";"";"MSD";"";"";"";"";"1";"Cycle";"";"";"";"2000";"";"0.54";"Desogestrel/Ethinyl Estradiol 150/30 mcg, 21 Tablets/Cycle";"Oral_Solid";"";"DSG_15_EE_03MG";"UNFPA";"";"";"";"";"";"";"51352422";"";"";"";"";"";"";"";"";"";""
"100037";"10000463,L5_ORL_COC_DESETH,Mylan_Laboratories_Limited,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2000";"";"";"";"Daisy-30";"";"";"";"IN";"";"";"";"DT";"Daily";"10000463";"";"";"";"";"";"";"Desogestrel 0.15mg + ethinylestradiol 0.03mg";"Combined_Oral_Contraceptives";"ENG";"";"Marathon Innova B2 101 1st Floor Ganpataro Kadam Marg, Lower Parel West, Mumbai, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2000";"";"0.54";"Desogestrel/Ethinyl Estradiol 150/30 mcg, 21 Tablets/Cycle";"Oral_Solid";"";"DSG_15_EE_03MG";"UNFPA";"";"";"";"";"";"";"51352422";"";"";"";"";"";"";"";"";"";""
"100038";"10000463,L5_ORL_COC_DESETH,Laboratorios_Leon_Farma,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2000";"";"";"";"Exeltis";"";"";"";"ES";"ABC123456";"";"";"DT";"Daily";"10000463";"";"";"";"";"";"";"Desogestrel 0.15mg + ethinylestradiol 0.03mg";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"La Vallina 1 P, Navatejera, León, Spain 24008";"Laboratorios_Leon_Farma";"";"Laboratorios Leon Farma";"";"";"";"";"1";"Cycle";"";"";"";"2000";"";"0.54";"Desogestrel/Ethinyl Estradiol 150/30 mcg, 21 Tablets/Cycle";"Oral_Solid";"730";"DSG_15_EE_03MG";"UNFPA";"";"";"";"";"";"";"51352422";"";"";"";"";"";"";"";"";"";""
"100041";"L5_ORL_COC_DESETHPLAC,MSD,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2001";"";"";"";"Marvelon 28";"";"";"";"NL";"ABC123987";"";"";"";"Daily";"10000463";"";"";"00366582508069";"00366582508069";"";"";"Desogestrel 0.15mg + ethinylestradiol 0.03mg + placebo";"Combined_Oral_Contraceptives";"ENG";"";"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands";"MSD";"";"MSD";"";"";"";"";"1";"Cycle";"";"";"";"2001";"";"0.84";"Desogestrel/Ethinyl Estradiol 150/30 mcg + Placebo 28 Tablets/Cycle";"Oral_Solid";"1095";"DSG_15_EE_03_PLAC";"UNFPA";"";"";"";"";"";"";"51352422";"";"";"";"";"";"";"";"";"";""
"100042";"L5_ORL_COC_DESETHPLAC,Mylan_Laboratories_Limited,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2001";"";"";"";"Daisy-P";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Desogestrel 0.15mg + ethinylestradiol 0.03mg + placebo";"Combined_Oral_Contraceptives";"ENG";"";"Marathon Innova B2 101 1st Floor Ganpataro Kadam Marg, Lower Parel West, Mumbai, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2001";"";"0.84";"Desogestrel/Ethinyl Estradiol 150/30 mcg + Placebo 28 Tablets/Cycle";"Oral_Solid";"730";"DSG_15_EE_03_PLAC";"UNFPA";"";"";"";"";"";"";"51352422";"";"";"";"";"";"";"";"";"";""
"100043";"L5_ORL_COC_DESETHPLAC,Laboratorios_Leon_Farma,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2001";"";"";"";"";"";"";"";"ES";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Desogestrel 0.15mg + ethinylestradiol 0.03mg + placebo";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"La Vallina 1 P, Navatejera, León, Spain 24008";"Laboratorios_Leon_Farma";"";"Laboratorios Leon Farma";"";"";"";"";"1";"Cycle";"";"";"";"2001";"";"0.84";"Desogestrel/Ethinyl Estradiol 150/30 mcg + Placebo 28 Tablets/Cycle";"Oral_Solid";"";"DSG_15_EE_03_PLAC";"UNFPA";"";"";"";"";"";"";"51352422";"";"";"";"";"";"";"";"";"";""
"100044";"L5_ORL_COC_DESETHPLAC,Lupin,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2001";"";"";"";"Enskyce";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Desogestrel 0.15mg + ethinylestradiol 0.03mg + placebo";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Laxmi Towers, B Wing, 4th Floor, Bandra Kurla Complex, Bandra East, Mumbai, India 400051";"Lupin";"";"Lupin";"";"";"";"";"1";"Cycle";"";"";"";"2001";"";"0.84";"Desogestrel/Ethinyl Estradiol 150/30 mcg + Placebo 28 Tablets/Cycle";"Oral_Solid";"730";"DSG_15_EE_03_PLAC";"UNFPA";"";"";"";"";"";"";"51352422";"";"";"";"";"";"";"";"";"";""
"100045";"L5_ORL_COC_LEVETH,Mylan_Laboratories_Limited,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2002";"";"";"";"Zinnia";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel 0.15mg + ethinylestradiol 0.03mg";"Combined_Oral_Contraceptives";"ENG";"";"Marathon Innova B2 101 1st Floor Ganpataro Kadam Marg, Lower Parel West, Mumbai, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2002";"";"0.25";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg, 21 Tablets/Cycle";"Oral_Solid";"1095";"LNG_15_EE_03MG";"UNFPA";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100046";"L5_ORL_COC_LEVETH,Laboratorios_Leon_Farma,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2002";"";"";"";"Exeltis";"";"";"";"ES";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel 0.15mg + ethinylestradiol 0.03mg";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"La Vallina 1 P, Navatejera, León, Spain 24008";"Laboratorios_Leon_Farma";"";"Laboratorios Leon Farma";"";"";"";"";"1";"Cycle";"";"";"";"2002";"";"0.25";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg, 21 Tablets/Cycle";"Oral_Solid";"730";"LNG_15_EE_03MG";"UNFPA";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100048";"Bayer_Weimar_GmbH_and_Co__KG,GHSC_PSM,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Microgynon ED Fe";"";"";"";"DE";"";"";"";"";"Daily";"10000463";"";"";"04057598008266";"04057598008266";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle [Bayer] [Microgynon ED Fe]";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany";"Bayer_Weimar_GmbH_and_Co__KG";"";"Bayer Weimar GmbH and Co. KG";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1095";"100050AOA09W04D";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100049";"Bayer_ag,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Microgynon ED Fe";"";"";"";"DE";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel 0.15mg + ethinylestradiol 0.03mg + Fe";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Muellerstrasse 178, Berlin, Berlin, Germany";"Bayer_AG";"";"Bayer AG";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"";"LNG_15_EE_03MG_FE";"UNFPA";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100050";"Bayer_Weimar_GmbH_and_Co__KG,GHSC_PSM,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Combination 3";"";"";"";"DE";"";"";"";"";"Daily";"10000463";"";"";"04057598008242";"04057598008242";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle [Bayer] [Combination 3]";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany";"Bayer_Weimar_GmbH_and_Co__KG";"";"Bayer Weimar GmbH and Co. KG";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1095";"100050AOC09W04C";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100051";"L5_ORL_COC_LEVETHFE,Mylan_Laboratories_Limited,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Zinnia-F";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel 0.15mg + ethinylestradiol 0.03mg + Fe";"Combined_Oral_Contraceptives";"ENG";"";"Marathon Innova B2 101 1st Floor Ganpataro Kadam Marg, Lower Parel West, Mumbai, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1095";"LNG_15_EE_03MG_FE";"UNFPA";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100052";"GHSC_PSM,L5_ORL_COC_LEVETHFE,Mylan_Laboratories_Limited,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Zinnia-F";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle [Mylan] [Zinnia-F]";"Combined_Oral_Contraceptives";"ENG";"";"Plot 1606 to 1609 G.I.D.C., Sarigam, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1095";"100050AOA09W14K";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100053";"GHSC_PSM,L5_ORL_COC_LEVETHFE,Mylan_Laboratories_Limited,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Zinnia-F";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle [Mylan] [Zinnia-F]";"Combined_Oral_Contraceptives";"ENG";"";"Plot 1606 to 1609 G.I.D.C., Sarigam, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1095";"100050AOC09W14K";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100054";"Bayer_Weimar_GmbH_and_Co__KG,GHSC_PSM,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Combination 3";"";"";"";"DE";"";"";"";"";"Daily";"10000463";"";"";"04057598008259";"04057598008259";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle [Bayer] [Combination 3]";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany";"Bayer_Weimar_GmbH_and_Co__KG";"";"Bayer Weimar GmbH and Co. KG";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1095";"100050AOA09W04C";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100055";"Bayer_Weimar_GmbH_and_Co__KG,GHSC_PSM,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Microgynon ED FE";"";"";"";"DE";"";"";"";"";"Daily";"10000463";"";"";"04057598008235";"04057598008235";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle [Bayer] [Microgynon]";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany";"Bayer_Weimar_GmbH_and_Co__KG";"";"Bayer Weimar GmbH and Co. KG";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1825";"100050AOA09W08Q";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100056";"Delpharm_Lille_SAS,GHSC_PSM,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Microgynon";"";"";"";"FR";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle [Delpharm] [Microgynon]";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Z.I De Roubaix Est, Rue des Toufflers, Lys-Lez-Lannoy, France 59452";"Delpharm_Lille_SAS";"";"Delpharm Lille SAS";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"";"100050AOA09W08O";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100057";"Bayer_Weimar_GmbH_and_Co__KG,GHSC_PSM,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Microgynon";"";"";"";"DE";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle [Bayer] [Microgynon]";"Combined_Oral_Contraceptives";"ENG";"";"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany";"Bayer_Weimar_GmbH_and_Co__KG";"";"Bayer Weimar GmbH and Co. KG";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1825";"100050AOA09W08W";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100058";"Delpharm_Lille_SAS,GHSC_PSM,L5_ORL_COC_LEVETHFE,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Combination 3";"";"";"";"FR";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle [Delpharm] [Combination 3]";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Z.I De Roubaix Est, Rue des Toufflers, Lys-Lez-Lannoy, France 59452";"Delpharm_Lille_SAS";"";"Delpharm Lille SAS";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1825";"100050AOA09W08N";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100089";"GHSC_PSM,L5_ORL_COC_LEVETHFE,Mylan_Laboratories_Limited,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2003";"";"";"";"Koshi";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle [Mylan] [Koshi]";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Plot 1606 to 1609 G.I.D.C., Sarigam, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2003";"";"0.26";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Ferrous Fumarate 75 mg, 28 Tablets/Cycle";"Oral_Solid";"1095";"100050AOC09W2E7";"GHSC_PSM";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100059";"L5_ORL_COC_LEVETHPLAC,Mylan_Laboratories_Limited,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2004";"";"";"";"Zinnia-P";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel 0.15mg + ethinylestradiol 0.03mg + placebo";"Combined_Oral_Contraceptives";"ENG";"";"Marathon Innova B2 101 1st Floor Ganpataro Kadam Marg, Lower Parel West, Mumbai, India";"Mylan_Laboratories_Limited";"";"Mylan Laboratories Limited";"";"";"";"";"1";"Cycle";"";"";"";"2004";"";"0.25";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Placebo 28 Tablets/Cycle";"Oral_Solid";"";"LNG_15_EE_03_PLAC";"UNFPA";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100061";"L5_ORL_COC_LEVETHPLAC,Laboratorios_Leon_Farma,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2004";"";"";"";"Bryoronna";"";"";"";"ES";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel 0.15mg + ethinylestradiol 0.03mg + placebo";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"La Vallina 1 P, Navatejera, León, Spain 24008";"Laboratorios_Leon_Farma";"";"Laboratorios Leon Farma";"";"";"";"";"1";"Cycle";"";"";"";"2004";"";"0.25";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Placebo 28 Tablets/Cycle";"Oral_Solid";"730";"LNG_15_EE_03_PLAC";"UNFPA";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100063";"L5_ORL_COC_LEVETHPLAC,Lupin,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"2004";"";"";"";"Kurvelo";"";"";"";"IN";"";"";"";"";"Daily";"10000463";"";"";"";"";"";"";"Levonorgestrel 0.15mg + ethinylestradiol 0.03mg + placebo";"Combined_Oral_Contraceptives";"_UNKNOWN";"";"Laxmi Towers, B Wing, 4th Floor, Bandra Kurla Complex, Bandra East, Mumbai, India 400051";"Lupin";"";"Lupin";"";"";"";"";"1";"Cycle";"";"";"";"2004";"";"0.25";"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Placebo 28 Tablets/Cycle";"Oral_Solid";"730";"LNG_15_EE_03_PLAC";"UNFPA";"";"";"";"";"";"";"51352413";"";"";"";"";"";"";"";"";"";""
"100021";"Corporate_Channels_India_Pvt__Ltd_,L5_IUD_TCU,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"6000";"";"Copper";"";"";"";"";"";"IN";"";"";"";"";"";"10000464";"";"";"";"";"";"";"TCu380A IUD, sealed in polymer pouch, terminally sterilized.";"Copper_bearing_Intrauterine_Devices";"_UNKNOWN";"";"Udaipur, India 313001";"Corporate_Channels_India_Pvt__Ltd_";"";"Corporate Channels India Pvt. Ltd.";"";"";"";"";"1";"Piece";"";"";"";"6000";"";"0.32";"TCu380A Intrauterine Device";"Vaginal";"1825";"CUT380APOLYMER";"UNFPA";"";"";"";"";"";"";"42143103";"";"";"";"";"";"";"";"";"";""
"100022";"HLL_Lifecare_Limited,L5_IUD_TCU,Products_and_Trade_Items,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"6000";"";"Copper";"";"";"";"";"";"IN";"";"";"";"";"";"10000464";"";"";"";"";"";"";"TCu380A IUD, sealed in polymer pouch, terminally sterilized.";"Copper_bearing_Intrauterine_Devices";"_UNKNOWN";"";"Thiruvananthapuram, Kerala, India";"HLL_Lifecare_Limited";"";"HLL Lifecare Limited";"";"";"";"";"1";"Piece";"";"";"";"6000";"";"0.32";"TCu380A Intrauterine Device";"Vaginal";"1825";"CUT380APOLYMER";"UNFPA";"";"";"";"";"";"";"42143103";"";"";"";"";"";"";"";"";"";""
"100023";"GHSC_PSM,Injeflex_Ind__e_Com__de_Dispositivos_e_Produtos_Medicos_Ltda_,L5_IUD_TCU,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"6000";"";"Copper";"";"Optima";"";"";"";"BR";"";"";"";"";"";"10000464";"";"";"";"";"";"";"Copper TCu380A Intrauterine Device, 1 Each [Injeflex] [Optima]";"Copper_bearing_Intrauterine_Devices";"ENG";"";"Rua Cipriano Barata, 575, Sao Paulo, Brazil";"Injeflex_Ind__e_Com__de_Dispositivos_e_Produtos_Medicos_Ltda_";"";"Injeflex Ind. e Com. de Dispositivos e Produtos Medicos Ltda.";"";"";"";"";"1";"Piece";"";"";"";"6000";"";"0.32";"TCu380A Intrauterine Device";"Vaginal";"2555";"100124TYR01S01P";"GHSC_PSM";"";"";"";"";"";"";"42143103";"";"";"";"";"";"";"";"";"";""
"100024";"L5_IUD_TCU,Products_and_Trade_Items,SMB_Corporation_of_India,UNFPA";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"6000";"";"Copper";"";"";"";"";"";"IN";"";"";"";"";"";"10000464";"";"";"08906028600012";"08906028600012";"";"";"TCu380A IUD, sealed in polymer pouch, terminally sterilized.";"Copper_bearing_Intrauterine_Devices";"_UNKNOWN";"";"Prem Industrial Estate, Subhash Road, Jogeshwari East, Mumbai, India 400060";"SMB_Corporation_of_India";"";"SMB Corporation of India";"";"";"";"";"1";"Piece";"";"";"";"6000";"";"0.32";"TCu380A Intrauterine Device";"Vaginal";"2555";"CUT380APOLYMER";"UNFPA";"";"";"";"";"";"";"42143103";"";"";"";"";"";"";"";"";"";""
"100025";"GHSC_PSM,L5_IUD_TCU,Pregna_International_Ltd_,Products_and_Trade_Items";"1";"RH_PRODUCTS_TRADEITEMS_VARIANTS";"6000";"";"Copper";"";"Pregna T Cu 380A";"";"";"";"IN";"";"";"";"";"";"10000464";"";"";"08904045300038";"08904045300038";"";"";"Copper TCu380A Intrauterine Device, 1 Each [Pregna] [TCu380A]";"Copper_bearing_Intrauterine_Devices";"_UNKNOWN";"";"13 Suryoday Estate, 136 Tardeo Road, Mumbai, India";"Pregna_International_Ltd_";"";"Pregna International Ltd.";"";"";"";"";"1";"Piece";"";"";"";"6000";"";"0.32";"TCu380A Intrauterine Device";"Vaginal";"2555";"100124TYR01S02L";"GHSC_PSM";"";"";"";"";"";"";"42143103";"";"";"";"";"";"";"";"";"";""
